64
0.04565000534057617
1,1.0058479309082031
2,0.300861120223999
3,0.30678796768188477
4,0.11454415321350098
5,0.11887311935424805
6,0.12131905555725098
7,0.11800289154052734
8,0.07075905799865723
9,0.06447529792785645
10,0.0716409683227539
11,0.07386398315429688
12,0.0649409294128418
13,0.06702995300292969
14,0.08321094512939453
15,0.08701705932617188
16,0.05823016166687012
17,0.05162501335144043
18,0.05184817314147949
19,0.05461907386779785
20,0.052591800689697266
21,0.06186532974243164
22,0.051740169525146484
23,0.05397605895996094
24,0.05358409881591797
25,0.04890918731689453
26,0.04988598823547363
27,0.05496501922607422
28,0.05551624298095703
29,0.0517728328704834
30,0.05153203010559082
31,0.05334925651550293
32,0.04637598991394043
33,0.045413970947265625
34,0.04578113555908203
35,0.04167294502258301
36,0.04066014289855957
37,0.04075288772583008
38,0.041075944900512695
39,0.04511833190917969
40,0.043702125549316406
41,0.04431915283203125
42,0.04156494140625
43,0.040270090103149414
44,0.04208493232727051
45,0.04586482048034668
46,0.044168949127197266
47,0.04174494743347168
48,0.04192709922790527
49,0.04725193977355957
50,0.046424150466918945
51,0.04197096824645996
52,0.04064798355102539
53,0.048362016677856445
54,0.04328608512878418
55,0.04702591896057129
56,0.04193520545959473
57,0.04072690010070801
58,0.04050421714782715
59,0.042697906494140625
60,0.0447392463684082
61,0.043226003646850586
62,0.0435330867767334
63,0.04097104072570801
64,0.04097628593444824

105
0.18203282356262207
1,6.695671081542969
2,2.2179720401763916
3,2.2507572174072266
4,0.9910521507263184
5,0.9793038368225098
6,0.9020860195159912
7,0.4235191345214844
8,0.4658980369567871
9,0.42579102516174316
10,0.4433779716491699
11,0.37674927711486816
12,0.37435078620910645
13,0.37523388862609863
14,0.2661423683166504
15,0.2734110355377197
16,0.27733397483825684
17,0.26766395568847656
18,0.2655832767486572
19,0.2688779830932617
20,0.27135777473449707
21,0.2722940444946289
22,0.27167582511901855
23,0.2717721462249756
24,0.26914191246032715
25,0.26794910430908203
26,0.27149415016174316
27,0.19875812530517578
28,0.20354795455932617
29,0.1965649127960205
30,0.2045450210571289
31,0.1960740089416504
32,0.20511603355407715
33,0.19922089576721191
34,0.20375394821166992
35,0.19756388664245605
36,0.24472880363464355
37,0.19872212409973145
38,0.2045278549194336
39,0.19682717323303223
40,0.2039318084716797
41,0.19739103317260742
42,0.2053980827331543
43,0.19606614112854004
44,0.20247602462768555
45,0.20390796661376953
46,0.20556330680847168
47,0.2046527862548828
48,0.20526695251464844
49,0.19722914695739746
50,0.21145868301391602
51,0.2010209560394287
52,0.20836901664733887
53,0.17374205589294434
54,0.17961812019348145
55,0.17661333084106445
56,0.18348097801208496
57,0.17570114135742188
58,0.19115877151489258
59,0.17325711250305176
60,0.1916060447692871
61,0.17632627487182617
62,0.18569302558898926
63,0.1750199794769287
64,0.18363595008850098
65,0.17288613319396973
66,0.18282699584960938
67,0.17493486404418945
68,0.1862168312072754
69,0.17499089241027832
70,0.1848912239074707
71,0.1768808364868164
72,0.18355798721313477
73,0.17399907112121582
74,0.18280696868896484
75,0.17679095268249512
76,0.18390512466430664
77,0.1777639389038086
78,0.19081401824951172
79,0.1731548309326172
80,0.18339323997497559
81,0.17379307746887207
82,0.18484020233154297
83,0.1733858585357666
84,0.17937302589416504
85,0.17493581771850586
86,0.18084502220153809
87,0.17783617973327637
88,0.18495893478393555
89,0.17588591575622559
90,0.1830000877380371
91,0.18418407440185547
92,0.19320201873779297
93,0.17522597312927246
94,0.19170308113098145
95,0.17583203315734863
96,0.18501996994018555
97,0.17473101615905762
98,0.18346905708312988
99,0.17382502555847168
100,0.1847820281982422
101,0.17495965957641602
102,0.18640995025634766
103,0.17355084419250488
104,0.1803300380706787
105,0.17538094520568848

126
0.31342196464538574
1,6.634371042251587
2,1.9913179874420166
3,1.9785490036010742
4,0.8357448577880859
5,0.8359112739562988
6,0.83489990234375
7,0.842134952545166
8,0.4870758056640625
9,0.482637882232666
10,0.477341890335083
11,0.48966097831726074
12,0.48699331283569336
13,0.48743391036987305
14,0.4856140613555908
15,0.47708797454833984
16,0.35064077377319336
17,0.3512849807739258
18,0.34752821922302246
